,ID,filename,Canonical SMILES,PubChem ID
124,Mol_171,Mol_171.xyz,FS(=O)(=O)C([H])([H])C12C([H])([H])C([H])([H])C([H])(C([H])([H])C1([H])[H])C([H])([H])C2([H])[H],165453304
125,Mol_174,Mol_174.xyz,FS(=O)(=O)C([H])([H])C([H])([H])C(=O)c1c([H])c([H])c([H])c([H])c1[H],165878979
126,Mol_175,Mol_175.xyz,FS(=O)(=O)C([H])([H])C([H])([H])C1([N+](=O)[O-])C([H])([H])C([H])([H])C1([H])[H],165802528
127,Mol_176,Mol_176.xyz,FS(=O)(=O)c1c([H])c(C(=O)O[H])c([H])c([H])c1N([H])[H],165512633
128,Mol_177,Mol_177.xyz,FS(=O)(=O)c1c([H])c([H])c(C(=O)O[H])c([H])c1N([H])[H],165562969
129,Mol_178,Mol_178.xyz,[H]Cl.[H]N1C([H])([H])C([H])([H])C([H])([H])C1([H])C([H])([H])S(=O)(=O)F,165750927
130,Mol_179,Mol_179.xyz,FS(=O)(=O)c1c([H])c([H])c(N([H])[H])c2c([H])c([H])c([H])c([H])c12,87067450
131,Mol_180,Mol_180.xyz,FS(=O)(=O)c1c([H])c([H])c([N+](=O)[O-])c([H])c1[H],188246
132,Mol_181,Mol_181.xyz,FS(=O)(=O)C([H])(c1c([H])c([H])c([H])c([H])c1[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],165505831
133,Mol_182,Mol_182.xyz,FS(=O)(=O)C([H])(c1c([H])c([H])c([H])c([H])c1[H])C([H])([H])C([H])([H])C([H])([H])[H],165518114
134,Mol_183,Mol_183.xyz,FS(=O)(=O)c1c([H])c([H])c(C(=O)O[H])c([H])c1[N+](=O)[O-],165460461
135,Mol_184,Mol_184.xyz,FS(=O)(=O)c1c(Br)nn(C([H])([H])[H])c1C([H])([H])[H],165605146
136,Mol_185,Mol_185.xyz,FS(=O)(=O)c1c([H])c([H])c([H])c(C([H])(SC2=NC([H])([H])C([H])([H])S2)C([H])([H])[H])c1[H],166431206
137,Mol_186,Mol_186.xyz,FS(=O)(=O)C([H])([H])C([H])([H])C([H])([H])OC(=O)N([H])C([H])([H])c1c([H])c([H])c(C([H])([H])[H])c([H])c1[H],166431201
138,Mol_188,Mol_188.xyz,FS(=O)(=O)C([H])([H])C([H])([H])C([H])([H])OC(=O)N([H])C([H])([H])c1sc([H])nc1C([H])([H])[H],166431199
139,Mol_190,Mol_190.xyz,FS(=O)(=O)c1c([H])c([H])c([H])c(N([H])S(=O)(=O)c2c([H])c(C(=O)O[H])n([H])c2[H])c1[H],166404691
140,Mol_194,Mol_194.xyz,FS(=O)(=O)C([H])([H])c1c([H])c([H])c2c(c1[H])C([H])([H])C([H])([H])O2,165501856
141,Mol_195,Mol_195.xyz,FS(=O)(=O)C1([H])C([H])([H])c2c([H])c([H])c([H])c([H])c2C1([H])[H],165459281
142,Mol_196,Mol_196.xyz,FS(=O)(=O)C1([H])c2c([H])c([H])c([H])c([H])c2C([H])([H])C([H])([H])C1([H])[H],165607452
143,Mol_199,Mol_199.xyz,FS(=O)(=O)c1c([H])c(Br)c(O[H])c(Br)c1[H],165868757
144,Mol_200,Mol_200.xyz,FS(=O)(=O)c1c([H])sc(S(=O)(=O)N2C([H])([H])C([H])([H])C([H])([H])C([H])(O[H])C([H])([H])C2([H])[H])c1[H],167748363
145,Mol_202,Mol_202.xyz,FS(=O)(=O)c1nc(N([H])C(=O)OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c1[H],165761161
146,Mol_204,Mol_204.xyz,FS(=O)(=O)C([H])([H])C([H])([H])Oc1c([H])c([H])c([H])c2c1OC([H])([H])C2([H])[H],165665704
147,Mol_205,Mol_205.xyz,FS(=O)(=O)c1c([H])nc(N([H])C(=O)OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c1[H],165988703
148,Mol_206,Mol_206.xyz,FS(=O)(=O)c1c([H])c(C(=O)O[H])c(OC([H])([H])[H])c([H])c1C([H])([H])[H],165759874
149,Mol_207,Mol_207.xyz,FS(=O)(=O)C([H])([H])C([H])([H])Oc1c([H])c([H])c2c(c1[H])OC([H])([H])C2([H])[H],165495452
150,Mol_208,Mol_208.xyz,FS(=O)(=O)c1c([H])c([H])c(-c2c([H])c([H])c([H])c([H])c2[H])c([H])c1[H],82291555
151,Mol_209,Mol_209.xyz,FS(=O)(=O)C([H])([H])C([H])([H])Oc1c([H])c([H])c([H])c([H])c1[H],165870133
152,Mol_210,Mol_210.xyz,C1=C(C=C(C=C1OCCS(=O)(=O)F)Cl)C#N,165665703
153,Mol_211,Mol_211.xyz,FS(=O)(=O)c1oc(C(=O)O[H])c([H])c1[H],165870651
154,Mol_212,Mol_212.xyz,FS(=O)(=O)c1c([H])c(C(=O)O[H])c([H])c(Cl)c1O[H],165897351
155,Mol_215,Mol_215.xyz,FS(=O)(=O)C([H])([H])C([H])([H])C([H])([H])N([H])C(=O)C1=C([H])c2c([H])c(Br)c([H])c([H])c2OC1([H])[H],166410177
156,Mol_217,Mol_217.xyz,FS(=O)(=O)c1c([H])c(C(=O)N([H])C([H])([H])c2sc(C([H])([H])[H])c([H])c2Br)n([H])c1[H],166409033
157,Mol_219,Mol_219.xyz,FS(=O)(=O)c1c([H])c(C(=O)N([H])c2c([H])c([H])c([H])c(-c3nn([H])nc3[H])c2[H])n([H])c1[H],166407099
158,Mol_220,Mol_220.xyz,FS(=O)(=O)c1c([H])c(C(=O)N([H])C2=C([H])n3nc(C([H])([H])[H])nc3C([H])=C2[H])n([H])c1[H],166407097
159,Mol_221,Mol_221.xyz,FS(=O)(=O)c1c([H])c([H])c([H])c(S(=O)(=O)N([H])c2nc3c([H])c([H])c([N+](=O)[O-])c([H])c3s2)c1[H],167752864
160,Mol_223,Mol_223.xyz,FS(=O)(=O)c1sc(Cl)c(N([H])[H])c1[H],165562963
161,Mol_224,Mol_224.xyz,FS(=O)(=O)c1nc([H])c(C([H])([H])[H])nc1[H],154703637
162,Mol_225,Mol_225.xyz,FS(=O)(=O)c1c([H])c([H])c(C([H])([H])[H])c(N([H])[H])c1[H],427537
163,Mol_226,Mol_226.xyz,FS(=O)(=O)C([H])([H])C([H])([H])Oc1c([H])c([H])c([H])c([H])c1[N+](=O)[O-],165989376
164,Mol_228,Mol_228.xyz,FS(=O)(=O)c1c([H])c([H])c(C(=O)OC([H])([H])c2c([H])c([H])c([H])c([H])c2[H])c([H])c1[H],165921445
165,Mol_229,Mol_229.xyz,FS(=O)(=O)c1c([H])c([H])c(S(=O)(=O)N2C([H])([H])C([H])([H])OC([H])([H])C2([H])[H])c([H])c1[H],114791165
166,Mol_231,Mol_231.xyz,FS(=O)(=O)c1c([H])c([H])c([H])c(N([H])C([H])([H])[H])c1[H],139925950
167,Mol_232,Mol_232.xyz,FS(=O)(=O)c1sc(N([H])C(=O)C([H])([H])c2nc(C([H])([H])C([H])([H])[H])sc2[H])nc1[H],166407541
168,Mol_240,Mol_240.xyz,FS(=O)(=O)c1c([H])c([H])c(N([H])C(=O)c2oc3c([H])c([H])c(Br)c([H])c3c2[H])c([H])c1[H],166407196
169,Mol_241,Mol_241.xyz,FS(=O)(=O)c1c([H])c([H])c([H])c(S(=O)(=O)N([H])C([H])([H])c2noc(C([H])([H])[H])n2)c1[H],166407091
170,Mol_243,Mol_243.xyz,FS(=O)(=O)c1c([H])c([H])c([H])c(S(=O)(=O)N([H])c2c([H])c([H])c([N+](=O)[O-])c(Cl)c2[H])c1[H],166405974
171,Mol_248,Mol_248.xyz,FS(=O)(=O)c1c([H])c([H])c([H])c(N([H])C(=O)[C@]2([H])C([H])([H])[C@@]2([H])[N+](=O)[O-])c1[H],166405792
172,Mol_249,Mol_249.xyz,FS(=O)(=O)c1c([H])c([H])c([H])c(S(=O)(=O)N([H])c2c([H])c([H])c(Br)c([H])c2C([H])([H])[H])c1[H],166405495
173,Mol_251,Mol_251.xyz,FS(=O)(=O)c1c([H])c([H])c([H])c(N([H])C(=O)c2nn([H])c3c([H])c([H])c([N+](=O)[O-])c([H])c23)c1[H],166405148
174,Mol_254,Mol_254.xyz,FS(=O)(=O)C1(P(=O)(OC([H])([H])C([H])([H])[H])OC([H])([H])C([H])([H])[H])C([H])([H])C1([H])[H],165998879
175,Mol_256,Mol_256.xyz,FS(=O)(=O)c1c([H])sc(S(=O)(=O)N2C([H])([H])C([H])([H])[C@@]3([H])[C@]([H])(O[H])C([H])([H])[C@@]23[H])c1[H],167809943
176,Mol_260,Mol_260.xyz,FS(=O)(=O)c1sc(N([H])C(=O)C2([H])C([H])([H])N(C(=O)C([H])([H])C([H])([H])[H])C([H])([H])C2([H])[H])nc1[H],166407542
177,Mol_261,Mol_261.xyz,C#CC1(CCC1)CNS(=O)(=O)C2=CC(=CS2)S(=O)(=O)F,166415975
178,Mol_277,Mol_277.xyz,FS(=O)(=O)c1c([H])c([H])c(C(=O)N([H])C2([H])C([H])([H])C([H])([H])SC2([H])C([H])([H])[H])c(Cl)c1[H],166408579
179,Mol_278,Mol_278.xyz,FS(=O)(=O)c1c([H])c([H])c(C(=O)N([H])C([H])([H])c2nnc(C([H])([H])C([H])([H])[H])s2)c(Cl)c1[H],166408576
180,Mol_279,Mol_279.xyz,FS(=O)(=O)c1sc(N([H])C(=O)C2([H])C([H])([H])C2([H])[H])nc1[H],165452655
181,Mol_287,Mol_287.xyz,FS(=O)(=O)C([H])([H])C([H])([H])C([H])([H])N([H])C(=O)c1c([H])nc(C(=O)N([H])C([H])([H])[H])c([H])c1[H],167852988
182,Mol_310,Mol_310.xyz,C#CC1(CCN(C1)S(=O)(=O)C2=CC(=CC=C2)S(=O)(=O)F)O,167907954
183,Mol_311,Mol_311.xyz,FS(=O)(=O)c1c([H])c([H])c(O[H])c(Br)c1[H],165885839
184,Mol_316,Mol_316.xyz,FS(=O)(=O)C([H])([H])C([H])([H])N([H])C(=O)C1([H])C([H])([H])C1([H])[H],166409042
185,Mol_320,Mol_320.xyz,FS(=O)(=O)c1c([H])c2c(c([H])c1Br)OC([H])([H])C([H])([H])C([H])([H])O2,165452830
186,Mol_325,Mol_325.xyz,FS(=O)(=O)c1c([H])c(C(=O)N([H])c2c([H])nn([H])c2[H])n([H])c1[H],167963452
187,Mol_329,Mol_329.xyz,FS(=O)(=O)c1nc2c([H])c([H])c([H])c([H])c2n1[H],125454474
188,Mol_333,Mol_333.xyz,FS(=O)(=O)c1c([H])n(C([H])([H])[H])c2c([H])c([H])c([H])c(Br)c12,165688887
189,Mol_337,Mol_337.xyz,FS(=O)(=O)c1c([H])n(C([H])([H])[H])c2c([H])c(Br)c([H])c([H])c12,165840405
190,Mol_339,Mol_339.xyz,FS(=O)(=O)C([H])([H])C([H])([H])N([H])C(=O)c1noc(C([H])([H])N(C([H])([H])[H])C([H])([H])[H])c1[H],166409043
191,Mol_340,Mol_340.xyz,FS(=O)(=O)c1c([H])nc([H])c(C([H])([H])[H])c1[H],139593198
192,Mol_345,Mol_345.xyz,FS(=O)(=O)c1c([H])c([H])c([H])c(C(=O)OC([H])([H])[H])c1[H],257589
193,Mol_347,Mol_347.xyz,FS(=O)(=O)c1c(Cl)c([H])nc([H])c1Br,165797103
194,Mol_349,Mol_349.xyz,FS(=O)(=O)C1([H])C([H])([H])N(c2c([H])nc([N+](=O)[O-])c(Br)c2[H])C([H])([H])C1([H])[H],166417125
195,Mol_350,Mol_350.xyz,FS(=O)(=O)C([H])([H])C([H])([H])C([H])([H])N([H])C(=O)c1c([H])c([N+](=O)[O-])c([H])c(Cl)c1Cl,166410179
196,Mol_351,Mol_351.xyz,C#CC1=CC(=CC=C1)S(=O)(=O)F,145421196
197,Mol_353,Mol_353.xyz,FS(=O)(=O)c1c([H])c(Cl)c(O[H])c(Cl)c1[H],304005
198,Mol_355,Mol_355.xyz,[H]Cl.[H]N1C([H])([H])C([H])([H])C([H])([H])C([H])(C([H])([H])S(=O)(=O)F)C([H])([H])C1([H])[H],165739381
199,Mol_356,Mol_356.xyz,FS(=O)(=O)c1c([H])c([H])c(S(=O)(=O)N([H])c2nonc2C([H])([H])C([H])([H])[H])c([H])c1[H],167908593
200,Mol_357,Mol_357.xyz,FS(=O)(=O)C([H])([H])C([H])([H])C([H])([H])N([H])C(=O)C([H])([H])Sc1c([H])c([H])c([H])c([H])c1Cl,166409058
201,Mol_364,Mol_364.xyz,FS(=O)(=O)c1c([H])c(C(=O)N([H])C([H])([H])C([H])(O[H])C([H])([H])C([H])([H])C([H])([H])[H])n([H])c1[H],166407217
202,Mol_367,Mol_367.xyz,FS(=O)(=O)c1c([H])c(C(=O)N([H])N([H])C(=O)c2c(C([H])([H])[H])nn([H])c2[H])n([H])c1[H],167938191
203,Mol_375,Mol_375.xyz,FS(=O)(=O)c1c([H])c([H])c(S(=O)(=O)N([H])[C@]([H])(C(=O)N([H])C([H])([H])[H])C([H])([H])[H])c([H])c1[H],166407098
204,Mol_387,Mol_387.xyz,FS(=O)(=O)c1c([H])c([H])c(S(=O)(=O)N([H])C([H])(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])[H])c([H])c1[H],114958143
205,Mol_391,Mol_391.xyz,FS(=O)(=O)C([H])([H])C([H])([H])C([H])([H])N([H])C(=O)C([H])([H])n1nnc(C([H])([H])[H])n1,166410180
206,Mol_393,Mol_393.xyz,FS(=O)(=O)c1nc([H])c([H])nc1OC([H])([H])[H],131353721
207,Mol_394,Mol_394.xyz,[H]Cl.[H]c1c([H])c(S(=O)(=O)F)c([H])c([H])c1N1C([H])([H])C([H])([H])N([H])C([H])([H])C1([H])[H],165665380
208,Mol_396,Mol_396.xyz,FS(=O)(=O)C([H])([H])C([H])([H])n1nnc(-c2c([H])nc(C([H])([H])[H])nc2[H])c1[H],166418590
209,Mol_397,Mol_397.xyz,FS(=O)(=O)C([H])([H])[C@]1([H])C([H])([H])C([H])([H])[C@]([H])(N([H])C(=O)C([H])([H])n2nnc([H])n2)C1([H])[H],166410171
210,Mol_399,Mol_399.xyz,FS(=O)(=O)C([H])([H])C([H])([H])C([H])([H])N([H])C(=O)c1sc(-c2nc([H])c([H])c([H])c2[H])nc1[H],167748316
211,Mol_404,Mol_404.xyz,FS(=O)(=O)c1c([H])c(C(=O)N([H])C([H])([H])c2onc(Br)c2[H])n([H])c1[H],166409036
212,Mol_410,Mol_410.xyz,FS(=O)(=O)c1c([H])c([H])c([H])c(S(=O)(=O)N([H])N([H])C(=O)c2c([H])c([H])c([H])c(Br)c2[H])c1[H],166405497
213,Mol_412,Mol_412.xyz,FS(=O)(=O)c1c([H])c([H])c(N([H])C(=O)C2([H])Oc3c([H])c([H])c(Br)c([H])c3C2([H])[H])c([H])c1[H],166405153
214,Mol_414,Mol_414.xyz,FS(=O)(=O)c1c([H])c([H])c([H])c(N([H])S(=O)(=O)c2sc(C([H])([H])[H])nc2[H])c1[H],166404690
215,Mol_416,Mol_416.xyz,FS(=O)(=O)c1c([H])c([H])c(C([H])([H])C([H])([H])[H])c(N([H])[H])c1[H],86190738
216,Mol_417,Mol_417.xyz,FS(=O)(=O)c1nc([H])c(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])nc1[H],165531762
217,Mol_418,Mol_418.xyz,FS(=O)(=O)c1nnc(C([H])(C([H])([H])[H])C([H])([H])[H])c([H])c1[H],165691184
218,Mol_420,Mol_420.xyz,[H]Cl.[H]N1C([H])([H])C([H])([H])O[C@@]([H])(C([H])([H])S(=O)(=O)F)C1([H])[H],162342411
219,Mol_421,Mol_421.xyz,FS(=O)(=O)C([H])([H])C1([H])OC([H])([H])C([H])([H])C1([H])[H],122236584
220,Mol_422,Mol_422.xyz,FS(=O)(=O)c1c([H])c(C(=O)O[H])c(O[H])c([H])c1Cl,165663400
221,Mol_423,Mol_423.xyz,FS(=O)(=O)C1([H])C([H])([H])N(C(=O)OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C1([H])O[H],165944597
222,Mol_424,Mol_424.xyz,FS(=O)(=O)c1c([H])nc2n1C([H])=C([H])C([H])=N2,165942704
223,Mol_426,Mol_426.xyz,FS(=O)(=O)C([H])([H])[C@]1([H])C([H])([H])[C@]2([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[C@@]21[H],137942838
224,Mol_427,Mol_427.xyz,FS(=O)(=O)C([H])([H])c1c([H])c([H])c(C(=O)O[H])c([H])c1[H],165460598
225,Mol_429,Mol_429.xyz,FS(=O)(=O)C([H])([H])c1c([H])c([H])c(Br)c([H])c1[H],18958405
226,Mol_431,Mol_431.xyz,[H]Cl.[H]N1C([H])([H])C([H])([H])O[C@]([H])(C([H])([H])S(=O)(=O)F)C1([H])[H],162342410
227,Mol_432,Mol_432.xyz,FS(=O)(=O)c1c([H])c(C(=O)O[H])c([H])c([H])c1C([H])([H])C([H])([H])[H],122236187
228,Mol_433,Mol_433.xyz,FS(=O)(=O)c1c([H])c(C(=O)O[H])c([H])c(C([H])([H])[H])c1C([H])([H])[H],122236113
229,Mol_434,Mol_434.xyz,FS(=O)(=O)c1c([H])c(C(=O)O[H])c([H])c([H])c1OC([H])([H])[H],309902
230,Mol_435,Mol_435.xyz,FS(=O)(=O)c1c(OC([H])([H])[H])nc(Br)c([H])c1[H],165947243
231,Mol_438,Mol_438.xyz,FS(=O)(=O)c1c([H])c(C(=O)O[H])c([H])c([H])c1Br,122236182
232,Mol_439,Mol_439.xyz,FS(=O)(=O)c1c([H])c(Br)c([H])c(O[H])c1[H],165606170
233,Mol_440,Mol_440.xyz,FS(=O)(=O)c1c([H])c([H])c(C(=O)O[H])c([H])c1Br,122236026
234,Mol_441,Mol_441.xyz,C1=CC=C(C(=C1)C#N)S(=O)(=O)F,19915317
235,Mol_443,Mol_443.xyz,FS(=O)(=O)c1c([H])c(C([H])([H])[H])c(Br)c([H])c1OC([H])([H])[H],165908502
236,Mol_445,Mol_445.xyz,FS(=O)(=O)c1c([H])c([H])c(C([H])([H])C([H])([H])[H])c([N+](=O)[O-])c1[H],165869282
237,Mol_446,Mol_446.xyz,[H]Cl.[H]N1C([H])([H])C([H])([H])C([H])([H])[C@]([H])(C([H])([H])S(=O)(=O)F)C1([H])[H],165941166
238,Mol_447,Mol_447.xyz,FS(=O)(=O)c1c([H])c(Cl)c([H])c(Cl)c1O[H],99202
239,Mol_448,Mol_448.xyz,FS(=O)(=O)c1nc([H])c([H])nc1C(=O)OC([H])([H])[H],155821537
240,Mol_449,Mol_449.xyz,FS(=O)(=O)c1c([H])c([H])c(S(=O)(=O)N([H])c2c(O[H])nc([H])c([H])c2[H])c([H])c1[H],132345933
241,Mol_452,Mol_452.xyz,FS(=O)(=O)c1c([H])c([H])c([H])c(C([H])([H])Sc2nnc([H])n2C([H])(C([H])([H])[H])C([H])([H])[H])c1[H],154880349
242,Mol_453,Mol_453.xyz,FS(=O)(=O)c1nc([H])c([H])c([H])c1C(=O)N(C([H])([H])[H])C([H])([H])[H],139015622
243,Mol_454,Mol_454.xyz,CN1C(=C(N=C1S(=O)(=O)F)Cl)C#N,137945224
244,Mol_455,Mol_455.xyz,FS(=O)(=O)c1oc(-c2c([H])c([H])c([H])c([H])c2[H])nc1[H],138991334
245,Mol_456,Mol_456.xyz,FS(=O)(=O)c1c([H])c([H])nn1C([H])([H])C([H])([H])c1c([H])c([H])c([H])c([H])c1[H],154832110
246,Mol_457,Mol_457.xyz,FS(=O)(=O)c1sc(C([H])([H])C(=O)N([H])[H])c([H])c1[H],154832135
247,Mol_458,Mol_458.xyz,FS(=O)(=O)c1c([H])nn(C2([H])C([H])([H])OC([H])([H])C2([H])[H])c1[H],154832131
248,Mol_459,Mol_459.xyz,FS(=O)(=O)c1c([H])c(Br)c([H])c2c([H])c([H])c([H])nc12,139022368
249,Mol_460,Mol_460.xyz,FS(=O)(=O)c1c([H])c([H])c2oc(C([H])([H])C([H])([H])[H])nc2c1[H],146075347
250,Mol_461,Mol_461.xyz,FS(=O)(=O)c1c([H])c([H])c(-n2nnnc2[H])c(C([H])([H])[H])c1[H],154832158
251,Mol_462,Mol_462.xyz,FS(=O)(=O)C([H])([H])C([H])([H])N1N=C2C(=C([H])C1=O)C([H])([H])C([H])([H])C([H])([H])C2([H])[H],138056650
252,Mol_466,Mol_466.xyz,FS(=O)(=O)c1c([H])c([H])c(S(=O)(=O)N([H])c2c(Br)nc([H])c([H])c2[H])c([H])c1[H],126819825
253,Mol_470,Mol_470.xyz,FS(=O)(=O)c1c([H])c(Cl)c([H])c([H])c1Br,122236047
254,Mol_471,Mol_471.xyz,FS(=O)(=O)c1sc(-c2nc(C([H])([H])[H])sc2[H])c([H])c1[H],122236206
255,Mol_472,Mol_472.xyz,FS(=O)(=O)c1c([H])c([H])c([H])c([H])c1O[H],12553491
256,Mol_473,Mol_473.xyz,FS(=O)(=O)c1c([H])c([H])c([H])n1C([H])([H])[H],121552267
257,Mol_474,Mol_474.xyz,FS(=O)(=O)c1c([H])c([H])c([H])c(O[H])c1[H],130057613
258,Mol_475,Mol_475.xyz,FS(=O)(=O)c1c([H])c([H])c([H])c([H])c1C([H])([H])[H],292589
259,Mol_476,Mol_476.xyz,FS(=O)(=O)C([H])([H])C([H])([H])C([H])([H])Oc1c([H])c([H])c(OC([H])([H])[H])c([H])c1[H],137949135
260,Mol_478,Mol_478.xyz,FS(=O)(=O)c1c([H])c([H])c(S(=O)(=O)N([H])c2nc([H])c([H])c([H])n2)c([H])c1[H],126819586
261,Mol_479,Mol_479.xyz,FS(=O)(=O)c1c([H])nc2onc(C3([H])C([H])([H])C([H])([H])OC([H])([H])C3([H])[H])c2c1[H],154832144
262,Mol_482,Mol_482.xyz,FS(=O)(=O)C([H])([H])C([H])([H])N1C(=O)c2c(sc(C([H])([H])C([H])([H])[H])c2[H])N=C1[H],132313673
263,Mol_483,Mol_483.xyz,FS(=O)(=O)c1c([H])c(C(=O)N([H])C([H])([H])[H])c([H])c(Cl)c1C([H])([H])[H],165620430
264,Mol_484,Mol_484.xyz,FS(=O)(=O)C([H])([H])c1c([H])c([H])c([H])c([N+](=O)[O-])c1[H],91715496
265,Mol_485,Mol_485.xyz,FS(=O)(=O)c1c([H])c(Cl)c(OC([H])([H])C(=O)N(C([H])([H])[H])C([H])([H])[H])c(Cl)c1[H],137949131
266,Mol_486,Mol_486.xyz,FS(=O)(=O)c1c([H])nc([H])c(N([H])[H])c1[H],121552291
267,Mol_489,Mol_489.xyz,FS(=O)(=O)c1c([H])c([H])c2c(c1[H])C([H])([H])C([H])([H])N2[H],155973056
